,Symbol,api_industry
4439,SCLX,life_sciences
4440,SCLXW,life_sciences
4441,SCOR,technology
4442,SCPH,life_sciences
4443,SCPL,technology
4444,SCRM,ipo
4445,SCRMU,ipo
4446,SCSC,retail_wholesale
4447,SCTL,life_sciences
4448,SCVL,retail_wholesale
4449,SCWO,real_estate
4450,SCWX,technology
4451,SCYX,life_sciences
4452,SDC,life_sciences
4453,SDGR,life_sciences
4454,SDIG,finance
4455,SDOT,retail_wholesale
4456,SEAT,manufacturing
4457,SEATW,manufacturing
4458,SEEL,life_sciences
4459,SEIC,finance
4460,SELB,life_sciences
4461,SELF,real_estate
4462,SENEA,manufacturing
4463,SENEB,manufacturing
4464,SEPA,ipo
4465,SEPAU,ipo
4466,SEPAW,ipo
4467,SERA,manufacturing
4468,SEVN,real_estate
4469,SFBC,financial_markets
4470,SFE,finance
4471,SFIX,retail_wholesale
4472,SFM,retail_wholesale
4473,SFNC,financial markets
4474,SFR,real_estate
4475,SFST,financial markets
4476,SFT,financial_markets
4477,SGA,technology
4478,SGBX,manufacturing
4479,SGC,retail_wholesale
4480,SGEN,life_sciences
4481,SGH,manufacturing
4482,SGHT,life_sciences
4483,SGII,ipo
4484,SGIIU,ipo
4485,SGIIW,ipo
4486,SGLY,energy_transportation
4487,SGMA,technology
4488,SGMO,life_sciences
4489,SGRP,technology
4490,SGRY,life_sciences
4491,SHBI,financial markets
4492,SHC,life_sciences
4493,SHCR,technology
4494,SHCRW,technology
4495,SHEN,technology
4496,SHFS,finance
4497,SHFSW,finance
4498,SHLS,manufacturing
4499,SHOO,manufacturing
4500,SHPH,life_sciences
4501,SHPW,manufacturing
4502,SHPWW,manufacturing
4503,SHYF,manufacturing
4504,SIBN,life_sciences
4505,SIDU,technology
4506,SIEB,finance
4507,SIEN,manufacturing
4508,SIGA,life_sciences
4509,SIGI,financial_markets
4510,SIGIP,financial_markets
4511,SILK,life_sciences
4512,SILO,retail_wholesale
4513,SINT,life_sciences
4514,SIRI,technology
4515,SITM,manufacturing
4516,SKGR,ipo
4517,SKGRU,ipo
4518,SKIN,manufacturing
4519,SKWD,financial_markets
4520,SKYT,manufacturing
4521,SKYW,energy_transportation
4522,SKYX,real_estate
4523,SLAB,manufacturing
4524,SLAC,finance
4525,SLACU,finance
4526,SLACW,finance
4527,SLAM,ipo
4528,SLAMW,ipo
4529,SLDB,life_sciences
4530,SLDP,technology
4531,SLDPW,technology
4532,SLGC,life_sciences
4533,SLGCW,life_sciences
4534,SLGG,retail_wholesale
4535,SLM,finance
4536,SLMBP,finance
4537,SLNG,energy_transportation
4538,SLNH,technology
4539,SLNHP,technology
4540,SLNO,life_sciences
4541,SLP,technology
4542,SLRC,finance
4543,SLRN,life_sciences
4544,SLRX,life_sciences
4545,SLS,life_sciences
4546,SLVR,ipo
4547,SLVRU,ipo
4548,SLVRW,ipo
4549,SMAP,ipo
4550,SMAPU,ipo
4551,SMAPW,ipo
4552,SMBC,finance
4553,SMBK,financial markets
4554,SMCI,manufacturing
4555,SMID,real_estate
4556,SMLR,life_sciences
4557,SMMF,financial markets
4558,SMMT,life_sciences
4559,SMPL,manufacturing
4560,SMSI,technology
4561,SMTC,manufacturing
4562,SMTI,life_sciences
4563,SNAL,technology
4564,SNAX,manufacturing
4565,SNAXW,manufacturing
4566,SNBR,real_estate
4567,SNCE,technology
4568,SNCR,technology
4569,SNCRL,technology
4570,SNCY,energy_transportation
4571,SND,manufacturing
4572,SNDX,life_sciences
4573,SNES,life_sciences
4574,SNEX,finance
4575,SNFCA,finance
4576,SNGX,life_sciences
4577,SNOA,life_sciences
4578,SNPO,technology
4579,SNPS,technology
4580,SNSE,life_sciences
4581,SNTI,life_sciences
4582,SOBR,economy_macro
4583,SOFI,financial_markets
4584,SOFO,technology
4585,SOHO,real_estate
4586,SOHOB,real_estate
4587,SOHON,real_estate
4588,SOHOO,real_estate
4589,SOND,real_estate
4590,SONDW,real_estate
4591,SONM,technology
4592,SONN,life_sciences
4593,SONO,technology
4594,SOPA,technology
4595,SOTK,manufacturing
4596,SOUN,technology
4597,SOUNW,technology
4598,SOVO,manufacturing
4599,SP,real_estate
4600,SPFI,financial markets
4601,SPLK,technology
4602,SPOK,technology
4603,SPRO,life_sciences
4604,SPRY,life_sciences
4605,SPSC,technology
4606,SPT,technology
4607,SPTN,retail_wholesale
4608,SPWH,retail_wholesale
4609,SPWR,manufacturing
4610,SQFT,real_estate
4611,SQFTP,real_estate
4612,SQFTW,real_estate
4613,SQL,life_sciences
4614,SQLLW,life_sciences
4615,SRCE,financial markets
4616,SRCL,real_estate
4617,SRDX,life_sciences
4618,SRPT,life_sciences
4619,SRRK,life_sciences
4620,SRTS,life_sciences
4621,SSB,financial markets
4622,SSBI,financial markets
4623,SSBK,finance
4624,SSKN,life_sciences
4625,SSNC,technology
4626,SSNT,technology
4627,SSP,technology
4628,SSSS,finance
4629,SSSSL,finance
4630,SSTI,technology
4631,SSYS,technology
4632,STAA,manufacturing
4633,STAF,technology
4634,STBA,financial markets
4635,STCN,technology
4636,STEP,finance
4637,STER,technology
4638,STHO,real_estate
4639,STIM,life_sciences
4640,STIX,technology
4641,STIXW,technology
4642,STKS,retail_wholesale
4643,STLD,financial_markets
4644,STOK,life_sciences
4645,STRC,retail_wholesale
4646,STRCW,retail_wholesale
4647,STRL,manufacturing
4648,STRM,technology
4649,STRO,life_sciences
4650,STRR,life_sciences
4651,STRRP,life_sciences
4652,STRS,real_estate
4653,STRT,manufacturing
4654,STSS,life_sciences
4655,STTK,life_sciences
4656,SUNW,manufacturing
4657,SUPN,life_sciences
4658,SURF,life_sciences
4659,SURG,technology
4660,SURGW,technology
4661,SVC,real_estate
4662,SVIIW,ipo
4663,SVRA,life_sciences
4664,SVVC,finance
4665,SWAG,technology
4666,SWAV,life_sciences
4667,SWBI,manufacturing
4668,SWIM,manufacturing
4669,SWKH,financial_markets
4670,SWKS,manufacturing
4671,SWSS,ipo
4672,SWSSW,ipo
4673,SWTX,life_sciences
4674,SXTP,life_sciences
4675,SXTPW,life_sciences
4676,SYBT,financial markets
4677,SYBX,life_sciences
4678,SYM,manufacturing
4679,SYNA,manufacturing
4680,SYNH,life_sciences
4681,SYPR,manufacturing
4682,SYRS,life_sciences
4683,SZZL,ipo
4684,SZZLU,ipo
4685,SZZLW,ipo
4686,TACT,technology
4687,TAIT,technology
4688,TALK,life_sciences
4689,TALKW,life_sciences
4690,TALS,life_sciences
4691,TARA,life_sciences
4692,TASK,retail_wholesale
4693,TAST,retail_wholesale
4694,TAYD,manufacturing
4695,TBBK,financial markets
4696,TBCP,ipo
4697,TBCPW,ipo
4698,TBIO,life_sciences
4699,TBLD,finance
4700,TBLT,manufacturing
4701,TBLTW,manufacturing
4702,TBMC,ipo
4703,TBMCR,ipo
4704,TBNK,financial_markets
4705,TCBC,financial markets
4706,TCBI,financial markets
4707,TCBIO,financial markets
4708,TCBK,financial markets
4709,TCBS,finance
4710,TCBX,finance
4711,TCMD,life_sciences
4712,TCON,life_sciences
4713,TCPC,finance
4714,TCRT,life_sciences
4715,TCRX,life_sciences
4716,TDUP,retail_wholesale
4717,TECH,life_sciences
4718,TECTP,finance
4719,TELA,life_sciences
4720,TENB,technology
4721,TENK,ipo
4722,TENX,life_sciences
4723,TER,technology
4724,TERN,life_sciences
4725,TFFP,life_sciences
4726,TFIN,financial markets
4727,TFINP,financial markets
4728,TFSL,financial_markets
4729,TGAN,manufacturing
4730,TGL,retail_wholesale
4731,TGTX,life_sciences
4732,TGVC,ipo
4733,TGVCW,ipo
4734,TH,real_estate
4735,THCP,technology
4736,THFF,financial markets
4737,THMO,life_sciences
4738,THRD,life_sciences
4739,THRM,manufacturing
4740,THRN,life_sciences
4741,THRX,life_sciences
4742,THRY,manufacturing
4743,THWWW,energy_transportation
4744,TIL,life_sciences
4745,TILE,real_estate
4746,TIO,technology
4747,TIPT,financial_markets
4748,TITN,retail_wholesale
4749,TIVC,life_sciences
4750,TLF,retail_wholesale
4751,TLGY,ipo
4752,TLGYU,ipo
4753,TLGYW,ipo
4754,TLIS,life_sciences
4755,TLS,technology
4756,TLSI,life_sciences
4757,TLSIW,life_sciences
4758,TMCI,life_sciences
4759,TMDX,life_sciences
4760,TMPO,manufacturing
4761,TMPOW,manufacturing
4762,TMTC,ipo
4763,TMTCU,ipo
4764,TMUS,technology
4765,TNDM,life_sciences
4766,TNGX,life_sciences
4767,TNON,life_sciences
4768,TNONW,life_sciences
4769,TNXP,life_sciences
4770,TOI,life_sciences
4771,TOIIW,life_sciences
4772,TOMZ,financial_markets
4773,TOWN,financial markets
4774,TPCS,manufacturing
4775,TPG,finance
4776,TPIC,manufacturing
4777,TPST,life_sciences
4778,TRDA,life_sciences
4779,TREE,finance
4780,TRHC,technology
4781,TRIN,finance
4782,TRINL,finance
4783,TRIP,technology
4784,TRKA,technology
4785,TRKAW,technology
4786,TRMB,manufacturing
4787,TRMK,financial markets
4788,TRNR,technology
4789,TRNS,technology
4790,TRON,ipo
4791,TRONU,ipo
4792,TRONW,ipo
4793,TROW,finance
4794,TRS,manufacturing
4795,TRST,financial markets
4796,TRUE,technology
4797,TRUP,life_sciences
4798,TRVI,life_sciences
4799,TRVN,life_sciences
4800,TSBK,finance
4801,TSCO,retail_wholesale
4802,TSHA,life_sciences
4803,TSLA,manufacturing
4804,TSP,real_estate
4805,TSRI,technology
4806,TSVT,life_sciences
4807,TTD,technology
4808,TTEC,retail_wholesale
4809,TTEK,manufacturing
4810,TTGT,technology
4811,TTMI,technology
4812,TTNP,life_sciences
4813,TTOO,life_sciences
4814,TTSH,ipo
4815,TTWO,technology
4816,TURN,finance
4817,TUSK,energy_transportation
4818,TVTX,life_sciences
4819,TW,finance
4820,TWIN,manufacturing
4821,TWKS,technology
4822,TWLV,ipo
4823,TWLVU,ipo
4824,TWNK,manufacturing
4825,TWOU,technology
4826,TWST,life_sciences
4827,TXG,life_sciences
4828,TXMD,life_sciences
4829,TXN,manufacturing
4830,TXRH,retail_wholesale
4831,TYGO,manufacturing
4832,TYGOW,manufacturing
4833,TYRA,life_sciences
4834,TZOO,technology
4835,UAL,energy_transportation
4836,UBCP,financial markets
4837,UBFO,financial markets
4838,UBSI,financial markets
4839,UBX,life_sciences
4840,UCBI,financial markets
4841,UCBIO,financial markets
4842,UCTT,manufacturing
4843,UEIC,technology
4844,UFCS,financial_markets
4845,UFPI,life_sciences
4846,UFPT,life_sciences
4847,UG,manufacturing
4848,UGRO,manufacturing
4849,UHG,real_estate
4850,UHGWW,real_estate
4851,UK,technology
4852,UKOMW,technology
4853,ULBI,manufacturing
4854,ULCC,energy_transportation
4855,ULH,energy_transportation
4856,ULTA,retail_wholesale
4857,UMBF,financial markets
4858,UNB,financial markets
4859,UNCY,life_sciences
4860,UNIT,real_estate
4861,UNTY,financial markets
4862,UONE,technology
4863,UONEK,technology
4864,UPBD,financial_markets
4865,UPLD,technology
4866,UPST,finance
4867,UPTD,life_sciences
4868,UPTDU,life_sciences
4869,UPTDW,life_sciences
4870,UPWK,technology
4871,URBN,retail_wholesale
4872,USAP,financial_markets
4873,USAU,manufacturing
4874,USCB,financial markets
4875,USCT,ipo
4876,USCTU,ipo
4877,USCTW,ipo
4878,USEG,energy_transportation
4879,USGO,manufacturing
4880,USGOW,manufacturing
4881,USIO,finance
4882,USLM,energy_transportation
4883,UTAA,ipo
4884,UTAAU,ipo
4885,UTHR,life_sciences
4886,UTMD,life_sciences
4887,UTRS,technology
4888,UVSP,financial markets
4889,VABK,financial markets
4890,VALU,finance
4891,VANI,life_sciences
4892,VAQC,ipo
4893,VAXX,life_sciences
4894,VBFC,financial markets
4895,VBIV,life_sciences
4896,VBTX,financial markets
4897,VC,manufacturing
4898,VCEL,life_sciences
4899,VCNX,life_sciences
4900,VCSA,technology
4901,VCTR,finance
4902,VCXA,finance
4903,VCXAU,finance
4904,VCXAW,finance
4905,VCYT,life_sciences
4906,VECO,manufacturing
4907,VEEE,energy_transportation
4908,VERA,life_sciences
4909,VERB,retail_wholesale
4910,VERBW,technology
4911,VERI,technology
4912,VERO,life_sciences
4913,VERU,life_sciences
4914,VERX,technology
4915,VERY,financial_markets
4916,VGAS,life_sciences
4917,VGASW,life_sciences
4918,VHNA,ipo
4919,VHNAU,ipo
4920,VHNAW,ipo
4921,VIA,energy_transportation
4922,VIASP,energy_transportation
4923,VIAV,retail_wholesale
4924,VICR,manufacturing
4925,VIEW,technology
4926,VIEWW,technology
4927,VIGL,life_sciences
4928,VII,ipo
4929,VIIAU,ipo
4930,VIIAW,ipo
4931,VINC,life_sciences
4932,VINO,real_estate
4933,VIR,life_sciences
4934,VIRC,manufacturing
4935,VIRI,life_sciences
4936,VIRT,finance
4937,VIRX,life_sciences
4938,VISL,technology
4939,VITL,manufacturing
4940,VIVK,energy_transportation
4941,VKTX,life_sciences
4942,VLCN,manufacturing
4943,VLGEA,retail_wholesale
4944,VLY,financial markets
4945,VLYPO,financial markets
4946,VLYPP,financial markets
4947,VMCA,ipo
4948,VMCAU,ipo
4949,VMCAW,ipo
4950,VMEO,technology
4951,VNDA,life_sciences
4952,VNOM,energy_transportation
4953,VOR,life_sciences
4954,VOXX,technology
4955,VRA,retail_wholesale
4956,VRAR,retail_wholesale
4957,VRCA,life_sciences
4958,VRDN,life_sciences
4959,VREX,manufacturing
4960,VRM,retail_wholesale
4961,VRME,technology
4962,VRMEW,technology
4963,VRNS,technology
4964,VRNT,technology
4965,VRRM,energy_transportation
4966,VRSK,technology
4967,VRSN,technology
4968,VRTS,finance
4969,VRTX,life_sciences
4970,VSAC,ipo
4971,VSACU,ipo
4972,VSACW,ipo
4973,VSAT,retail_wholesale
4974,VSEC,manufacturing
4975,VSTM,life_sciences
4976,VTGN,life_sciences
4977,VTNR,energy_transportation
4978,VTSI,manufacturing
4979,VTVT,life_sciences
4980,VUZI,retail_wholesale
4981,VVOS,life_sciences
4982,VWE,retail_wholesale
4983,VWEWW,retail_wholesale
4984,VXRT,life_sciences
4985,VYGR,life_sciences
4986,VYNE,life_sciences
4987,WABC,financial markets
4988,WAFD,financial markets
4989,WAFDP,financial markets
4990,WALD,manufacturing
4991,WALDW,manufacturing
4992,WASH,financial markets
4993,WATT,retail_wholesale
4994,WAVD,technology
4995,WAVS,technology
4996,WAVSU,technology
4997,WBA,retail_wholesale
4998,WBD,technology
4999,WDAY,technology
5000,WDC,technology
5001,WDFC,life_sciences
5002,WEN,retail_wholesale
5003,WERN,energy_transportation
5004,WEST,retail_wholesale
5005,WESTW,retail_wholesale
5006,WEYS,retail_wholesale
5007,WFCF,technology
5008,WFRD,manufacturing
5009,WGS,retail_wholesale
5010,WGSWW,retail_wholesale
5011,WHF,finance
5012,WHLM,technology
5013,WHLR,real_estate
5014,WHLRD,real_estate
5015,WHLRL,real_estate
5016,WHLRP,real_estate
5017,WINA,retail_wholesale
5018,WING,retail_wholesale
5019,WINT,life_sciences
5020,WINV,ipo
5021,WINVR,ipo
5022,WINVW,ipo
5023,WIRE,manufacturing
5024,WISA,manufacturing
5025,WISH,manufacturing
5026,WKHS,manufacturing
5027,WLDN,manufacturing
5028,WLFC,manufacturing
5029,WMG,retail_wholesale
5030,WMPN,financial_markets
5031,WNEB,financial_markets
5032,WOOF,retail_wholesale
5033,WORX,retail_wholesale
5034,WRAP,manufacturing
5035,WRLD,finance
5036,WSBC,financial markets
5037,WSBCP,financial markets
5038,WSBF,financial_markets
5039,WSFS,financial markets
5040,WTBA,financial markets
5041,WTER,retail_wholesale
5042,WTFC,financial markets
5043,WTFCM,financial markets
5044,WTFCP,financial markets
5045,WTMA,manufacturing
5046,WTMAR,manufacturing
5047,WTMAU,manufacturing
5048,WULF,finance
5049,WVVI,retail_wholesale
5050,WVVIP,retail_wholesale
5051,WW,retail_wholesale
5052,WWAC,ipo
5053,WWACU,ipo
5054,WWACW,ipo
5055,WWD,manufacturing
5056,WYNN,real_estate
5057,XAIR,life_sciences
5058,XBIO,life_sciences
5059,XBIOW,life_sciences
5060,XBIT,life_sciences
5061,XCUR,life_sciences
5062,XEL,energy_transportation
5063,XELA,retail_wholesale
5064,XELAP,retail_wholesale
5065,XELB,economy_macro
5066,XERS,life_sciences
5067,XFIN,ipo
5068,XFINU,ipo
5069,XFINW,ipo
5070,XFOR,life_sciences
5071,XGN,life_sciences
5072,XLO,life_sciences
5073,XMTR,manufacturing
5074,XNCR,life_sciences
5075,XOMA,life_sciences
5076,XOMAO,life_sciences
5077,XOMAP,life_sciences
5078,XOS,real_estate
5079,XOSWW,real_estate
5080,XPDB,ipo
5081,XPDBW,ipo
5082,XPEL,manufacturing
5083,XPON,technology
5084,XRAY,life_sciences
5085,XRX,technology
5086,XWEL,retail_wholesale
5087,YMAB,life_sciences
5088,YORW,energy_transportation
5089,YOSH,retail_wholesale
5090,YOTA,manufacturing
5091,YOTAR,manufacturing
5092,YOTAW,manufacturing
5093,Z,technology
5094,ZBRA,manufacturing
5095,ZD,technology
5096,ZEUS,manufacturing
5097,ZFOX,technology
5098,ZFOXW,technology
5099,ZG,technology
5100,ZI,technology
5101,ZIMV,life_sciences
5102,ZION,financial markets
5103,ZIONL,financial markets
5104,ZIONO,financial markets
5105,ZIONP,financial markets
5106,ZIVO,life_sciences
5107,ZIVOW,life_sciences
5108,ZLS,ipo
5109,ZLSWW,ipo
5110,ZM,technology
5111,ZNTL,life_sciences
5112,ZS,technology
5113,ZUMZ,retail_wholesale
5114,ZVRA,life_sciences
5115,ZVSA,life_sciences
5116,ZYME,life_sciences
5117,ZYNE,life_sciences
5118,ZYXI,life_sciences
